ICAR_ID;ICAR_DATE_DEBUT;ICAR_DATE_FIN;ICAR_NOM_RUE;ICAR_NOM_RUE_CODELG;ICAR_NOM_RUE_ALT;ICAR_NOM_RUE_CODELGALT;ICAR_INS;ICAR_COMMUNE;ICAR_COMMUNE_CODELG;ICAR_COMMUNE_ALT;ICAR_COMMUNE_CODELGALT;ICAR_VALIDATION
7704334;01/01/1969;;Clos de la Maloue;FR;;;25110;Waterloo;FR;;;N
7704335;01/01/1969;;Clos de la Reine;FR;;;25110;Waterloo;FR;;;N
7704336;01/01/1969;;Clos de la Rose;FR;;;25110;Waterloo;FR;;;N
7704337;01/01/1969;;Clos de la Sabretache;FR;;;25110;Waterloo;FR;;;N
7704338;01/01/1969;;Clos de la Sylve;FR;;;25110;Waterloo;FR;;;N
7704339;01/01/1969;;Clos de la Vènerie;FR;;;25110;Waterloo;FR;;;N
7704340;01/01/1969;;Clos de la Violette;FR;;;25110;Waterloo;FR;;;N
7704341;01/01/1969;;Clos De Lancey;FR;;;25110;Waterloo;FR;;;N
7704342;01/01/1969;;Clos de l'Ecureuil;FR;;;25110;Waterloo;FR;;;N
7704343;01/01/1969;;Clos de l'Eolienne;FR;;;25110;Waterloo;FR;;;N
7704344;01/01/1969;;Clos de Rambouillet;FR;;;25110;Waterloo;FR;;;N
7704345;01/01/1969;;Clos de Valognes;FR;;;25110;Waterloo;FR;;;N
7704346;01/01/1969;;Clos des Anémones;FR;;;25110;Waterloo;FR;;;N
7704347;01/01/1969;;Clos des Annonciades;FR;;;25110;Waterloo;FR;;;N
7704348;01/01/1969;;Clos des Bluets;FR;;;25110;Waterloo;FR;;;N
7704349;01/01/1969;;Clos des Braconniers;FR;;;25110;Waterloo;FR;;;N
7704350;01/01/1969;;Clos des Campanules;FR;;;25110;Waterloo;FR;;;N
7704351;01/01/1969;;Clos des Cerisiers;FR;;;25110;Waterloo;FR;;;N
7704352;01/01/1969;;Clos des Cigognes;FR;;;25110;Waterloo;FR;;;N
7704353;01/01/1969;;Clos des Cytises;FR;;;25110;Waterloo;FR;;;N
7704354;01/01/1969;;Clos des Digitales;FR;;;25110;Waterloo;FR;;;N
7704355;01/01/1969;;Clos des Ecossais;FR;;;25110;Waterloo;FR;;;N
7704356;01/01/1969;;Clos des Elfes;FR;;;25110;Waterloo;FR;;;N
7704357;01/01/1969;;Clos des Essarts;FR;;;25110;Waterloo;FR;;;N
7704358;01/01/1969;;Clos des Fougères;FR;;;25110;Waterloo;FR;;;N
7704359;01/01/1969;;Clos des Gallois;FR;;;25110;Waterloo;FR;;;N
7704360;01/01/1969;;Clos des Genêts;FR;;;25110;Waterloo;FR;;;N
7704361;01/01/1969;;Clos des Girolles;FR;;;25110;Waterloo;FR;;;N
7704362;01/01/1969;;Clos des Iris;FR;;;25110;Waterloo;FR;;;N
7704363;01/01/1969;;Clos des Muriers;FR;;;25110;Waterloo;FR;;;N
7704364;01/01/1969;;Clos des Palombes;FR;;;25110;Waterloo;FR;;;N
7704365;01/01/1969;;Clos des Renoncules;FR;;;25110;Waterloo;FR;;;N
7704366;01/01/1969;;Clos des Rocailles;FR;;;25110;Waterloo;FR;;;N
7704367;01/01/1969;;Clos des Templiers;FR;;;25110;Waterloo;FR;;;N
7704368;01/01/1969;;Clos des Tulipes;FR;;;25110;Waterloo;FR;;;N
7704369;01/01/1969;;Clos du Belloi;FR;;;25110;Waterloo;FR;;;N
7704370;01/01/1969;;Clos du Bocage;FR;;;25110;Waterloo;FR;;;N
7704371;01/01/1969;;Clos du Bosquet;FR;;;25110;Waterloo;FR;;;N
7704372;01/01/1969;;Clos du Cardinal;FR;;;25110;Waterloo;FR;;;N
7704373;01/01/1969;;Clos du Château d'eau;FR;;;25110;Waterloo;FR;;;N
7704374;01/01/1969;;Clos du Général;FR;;;25110;Waterloo;FR;;;N
7704375;01/01/1969;;Clos du Hussard;FR;;;25110;Waterloo;FR;;;N
7704376;01/01/1969;;Clos du Limesenrieu;FR;;;25110;Waterloo;FR;;;N
7704377;01/01/1969;;Clos du Pré Fichin;FR;;;25110;Waterloo;FR;;;N
7704378;01/01/1969;;Clos du Québec;FR;;;25110;Waterloo;FR;;;N
7704379;01/01/1969;;Clos du Renard;FR;;;25110;Waterloo;FR;;;N
7704380;01/01/1969;;Clos du Versant;FR;;;25110;Waterloo;FR;;;N
7704381;01/01/1969;;Clos du Vieux Moulin;FR;;;25110;Waterloo;FR;;;N
7704382;01/01/1969;;Clos Germinal;FR;;;25110;Waterloo;FR;;;N
7704383;01/01/1969;;Clos Isabelle;FR;;;25110;Waterloo;FR;;;N
7704384;01/01/1969;;Clos Las Cases;FR;;;25110;Waterloo;FR;;;N
7704385;01/01/1969;;Clos Ma Campagne;FR;;;25110;Waterloo;FR;;;N
7704386;01/01/1969;;Clos Pégase;FR;;;25110;Waterloo;FR;;;N
7704387;01/01/1969;;Clos Rivoli;FR;;;25110;Waterloo;FR;;;N
7704388;01/01/1969;;Clos Saint-Roch;FR;;;25110;Waterloo;FR;;;N
7704389;01/01/1969;;Clos Wagram;FR;;;25110;Waterloo;FR;;;N
7704390;01/01/1969;;Domaine Royal;FR;;;25110;Waterloo;FR;;;N
7704391;01/01/1969;;Drève d'Argenteuil;FR;;;25110;Waterloo;FR;;;N
7704392;01/01/1969;;Drève de la Meute;FR;;;25110;Waterloo;FR;;;N
7704393;01/01/1969;;Drève de la Vannette;FR;;;25110;Waterloo;FR;;;N
7704394;01/01/1969;;Drève de l'Infante;FR;;;25110;Waterloo;FR;;;N
7704395;01/01/1969;;Drève des Chasseurs;FR;;;25110;Waterloo;FR;;;N
7704396;01/01/1969;;Drève des Chataigniers;FR;;;25110;Waterloo;FR;;;N
7704397;01/01/1969;;Drève des Dix Mètres;FR;;;25110;Waterloo;FR;;;N
7704398;01/01/1969;;Drève des Marronniers;FR;;;25110;Waterloo;FR;;;N
7704399;01/01/1969;;Drève du Bois des Aulnes;FR;;;25110;Waterloo;FR;;;N
7704400;01/01/1969;;Drève du Brocard;FR;;;25110;Waterloo;FR;;;N
7704401;01/01/1969;;Drève du Carmel;FR;;;25110;Waterloo;FR;;;N
7704402;01/01/1969;;Drève du Château;FR;;;25110;Waterloo;FR;;;N
7704403;01/01/1969;;Drève du Garde;FR;;;25110;Waterloo;FR;;;N
7704404;01/01/1969;;Drève du Méreault;FR;;;25110;Waterloo;FR;;;N
7704405;01/01/1969;;Drève du Moulin;FR;;;25110;Waterloo;FR;;;N
7704406;01/01/1969;;Drève Dudinsart;FR;;;25110;Waterloo;FR;;;N
7704407;01/01/1969;;Drève Marguerite;FR;;;25110;Waterloo;FR;;;N
7704408;01/01/1969;;Drève Richelle;FR;;;25110;Waterloo;FR;;;N
7704409;01/01/1969;;Drève Saint-Corneille;FR;;;25110;Waterloo;FR;;;N
7704410;01/01/1969;;Place de la Ferme-Ecole;FR;;;25110;Waterloo;FR;;;N
7704411;01/01/1969;;Place de la Gare;FR;;;25110;Waterloo;FR;;;N
7704412;01/01/1969;;Place du Château Tremblant;FR;;;25110;Waterloo;FR;;;N
7704413;01/01/1969;;Place Jean Jacobs;FR;;;25110;Waterloo;FR;;;N
7704414;01/01/1969;;Place Ovide Decroly;FR;;;25110;Waterloo;FR;;;N
7704415;01/01/1969;;Route du Lion;FR;;;25110;Waterloo;FR;;;N
7704416;01/01/1969;;Rue Beaufaulx;FR;;;25110;Waterloo;FR;;;N
7704417;01/01/1969;;Rue Bodrissart;FR;;;25110;Waterloo;FR;;;N
7704418;01/01/1969;;Rue Bruyère Saint-Jean;FR;;;25110;Waterloo;FR;;;N
7704419;01/01/1969;;Rue Calus;FR;;;25110;Waterloo;FR;;;N
7704420;01/01/1969;;Rue Champ Rodange;FR;;;25110;Waterloo;FR;;;N
7704421;01/01/1969;;Rue Chapelle David;FR;;;25110;Waterloo;FR;;;N
7704422;01/01/1969;;Rue Coleau;FR;;;25110;Waterloo;FR;;;N
7704423;01/01/1969;;Rue Culée;FR;;;25110;Waterloo;FR;;;N
7704424;01/01/1969;;Rue de Caraute;FR;;;25110;Waterloo;FR;;;N
7704425;01/01/1969;;Rue de la Bruyère;FR;;;25110;Waterloo;FR;;;N
7704426;01/01/1969;;Rue de la Croix;FR;;;25110;Waterloo;FR;;;N
7704427;01/01/1969;;Rue de la Grange;FR;;;25110;Waterloo;FR;;;N
7704428;01/01/1969;;Rue de la Paix;FR;;;25110;Waterloo;FR;;;N
7704429;01/01/1969;;Rue de la Station;FR;;;25110;Waterloo;FR;;;N
7704430;01/01/1969;;Rue de l'Eglise;FR;;;25110;Waterloo;FR;;;N
7704431;01/01/1969;;Rue de l'Escavée;FR;;;25110;Waterloo;FR;;;N
7704432;01/01/1969;;Rue de l'Etang;FR;;;25110;Waterloo;FR;;;N
7704433;01/01/1969;;Rue de l'Infante;FR;;;25110;Waterloo;FR;;;N
7704434;01/01/1969;;Rue de l'Ontario;FR;;;25110;Waterloo;FR;;;N
7704435;01/01/1969;;Rue des Piles;FR;;;25110;Waterloo;FR;;;N
7704436;01/01/1969;;Rue du Coq;FR;;;25110;Waterloo;FR;;;N
7704437;01/01/1969;;Rue du Couvent;FR;;;25110;Waterloo;FR;;;N
7704438;01/01/1969;;Rue du Dimont;FR;;;25110;Waterloo;FR;;;N
7704439;01/01/1969;;Rue du Forestier;FR;;;25110;Waterloo;FR;;;N
7704440;01/01/1969;;Rue du Gaz;FR;;;25110;Waterloo;FR;;;N
7704441;01/01/1969;;Rue du Longchamp;FR;;;25110;Waterloo;FR;;;N
7704442;01/01/1969;;Rue du Ménil;FR;;;25110;Waterloo;FR;;;N
7704443;01/01/1969;;Rue du Progrès;FR;;;25110;Waterloo;FR;;;N
7704444;01/01/1969;;Rue du Roussart;FR;;;25110;Waterloo;FR;;;N
7704445;01/01/1969;;Rue du Seigneur;FR;;;25110;Waterloo;FR;;;N
7704446;01/01/1969;;Rue Emile Dury;FR;;;25110;Waterloo;FR;;;N
7704447;01/01/1969;;Rue Emile Semal;FR;;;25110;Waterloo;FR;;;N
7704448;01/01/1969;;Rue Fond Thirion;FR;;;25110;Waterloo;FR;;;N
7704449;01/01/1969;;Rue Fond Vandenbosch;FR;;;25110;Waterloo;FR;;;N
7704450;01/01/1969;;Rue Forêt de Soignes;FR;;;25110;Waterloo;FR;;;N
7704451;01/01/1969;;Rue François Libert;FR;;;25110;Waterloo;FR;;;N
7704452;01/01/1969;;Rue Gouttier;FR;;;25110;Waterloo;FR;;;N
7704453;01/01/1969;;Rue Jacques Pastur;FR;;;25110;Waterloo;FR;;;N
7704454;01/01/1969;;Rue Ma Campagne;FR;;;25110;Waterloo;FR;;;N
7704455;01/01/1969;;Rue Mattot;FR;;;25110;Waterloo;FR;;;N
7704456;01/01/1969;;Rue Michel Verbeek;FR;;;25110;Waterloo;FR;;;N
7704457;01/01/1969;;Rue Noël;FR;;;25110;Waterloo;FR;;;N
7704458;01/01/1969;;Rue Obecq;FR;;;25110;Waterloo;FR;;;N
7704459;01/01/1969;;Rue Palau;FR;;;25110;Waterloo;FR;;;N
7704460;01/01/1969;;Rue Patiaux;FR;;;25110;Waterloo;FR;;;N
7704461;01/01/1969;;Rue René Dewit;FR;;;25110;Waterloo;FR;;;N
7704462;01/01/1969;;Rue Rombaut;FR;;;25110;Waterloo;FR;;;N
7704463;01/01/1969;;Rue Sainte-Anne;FR;;;25110;Waterloo;FR;;;N
7704464;01/01/1969;;Rue Sainte-Gertrude;FR;;;25110;Waterloo;FR;;;N
7704465;01/01/1969;;Rue Saint-Germain;FR;;;25110;Waterloo;FR;;;N
7704466;01/01/1969;;Rue Théophile Delbar;FR;;;25110;Waterloo;FR;;;N
7704467;01/01/1969;;Rue Victor Hugo;FR;;;25110;Waterloo;FR;;;N
7704468;01/01/1969;;Sentier de la Forêt;FR;;;25110;Waterloo;FR;;;N
7704469;01/01/1969;;Sentier de l'Aubépine;FR;;;25110;Waterloo;FR;;;N
7704470;01/01/1969;;Sentier de l'Eglise;FR;;;25110;Waterloo;FR;;;N
7704471;01/01/1969;;Sentier de Rhode-Saint-Genèse;FR;;;25110;Waterloo;FR;;;N
7704472;01/01/1969;;Sentier des Fosses des Moines;FR;;;25110;Waterloo;FR;;;N
7704473;01/01/1969;;Sentier des Vieux Amis;FR;;;25110;Waterloo;FR;;;N
7704474;01/01/1969;;Sentier du Bois;FR;;;25110;Waterloo;FR;;;N
7704475;01/01/1969;;Sentier du Noir Bonhomme;FR;;;25110;Waterloo;FR;;;N
7704476;01/01/1969;;Sentier 't Serclaes;FR;;;25110;Waterloo;FR;;;N
7704477;01/01/1969;;Square d'Argenteuil;FR;;;25110;Waterloo;FR;;;N
7704478;01/01/1969;;Venelle des Trois Sapins;FR;;;25110;Waterloo;FR;;;N
7704479;01/01/1969;;Venelle des Viviers;FR;;;25110;Waterloo;FR;;;N
7704480;01/01/1969;;Allée de la Chêneraie;FR;;;25112;Wavre;FR;;;O
7704481;01/01/1969;;Allée de la Frênaie;FR;;;25112;Wavre;FR;;;O
7704482;01/01/1969;;Allée de la Hêtraie;FR;;;25112;Wavre;FR;;;O
7704483;01/01/1969;;Allée de la Peupleraie;FR;;;25112;Wavre;FR;;;O
7704484;01/01/1969;;Allée de l'Aulnaie;FR;;;25112;Wavre;FR;;;O
7704485;01/01/1969;;Avenue Abbaye d'Affligem;FR;;;25112;Wavre;FR;;;O
7704486;01/01/1969;;Avenue Arthur Masson;FR;;;25112;Wavre;FR;;;O
7704487;01/01/1969;;Avenue Auguste Mattagne;FR;;;25112;Wavre;FR;;;O
7704488;01/01/1969;;Avenue Australe;FR;;;25112;Wavre;FR;;;O
7704489;01/01/1969;;Avenue Balzac;FR;;;25112;Wavre;FR;;;O
7704490;01/01/1969;;Avenue Baudelaire;FR;;;25112;Wavre;FR;;;O
7704491;01/01/1969;;Avenue Bel Horizon;FR;;;25112;Wavre;FR;;;O
7704492;01/01/1969;;Avenue Bohy;FR;;;25112;Wavre;FR;;;O
7704493;01/01/1969;;Avenue Bois Becquet;FR;;;25112;Wavre;FR;;;O
7704494;01/01/1969;;Avenue Bois Sohet;FR;;;25112;Wavre;FR;;;O
7704495;01/01/1969;;Avenue Boréale;FR;;;25112;Wavre;FR;;;O
7704496;01/01/1969;;Avenue Bruyère Saint-Job;FR;;;25112;Wavre;FR;;;O
7704497;01/01/1969;;Avenue Centremont;FR;;;25112;Wavre;FR;;;O
7704498;01/01/1969;;Avenue Chapelle Robijns;FR;;;25112;Wavre;FR;;;O
7704499;01/01/1969;;Avenue Charles le Téméraire;FR;;;25112;Wavre;FR;;;O
7704500;01/01/1969;;Avenue Charles Plisnier;FR;;;25112;Wavre;FR;;;O
7704501;01/01/1969;;Avenue Charles-Quint;FR;;;25112;Wavre;FR;;;O
7704502;01/01/1969;;Avenue Chevalier Jehan;FR;;;25112;Wavre;FR;;;O
7704503;01/01/1969;;Avenue Comte de Namur;FR;;;25112;Wavre;FR;;;O
7704504;01/01/1969;;Avenue Daudet;FR;;;25112;Wavre;FR;;;O
7704505;01/01/1969;;Avenue David;FR;;;25112;Wavre;FR;;;O
7704506;01/01/1983;;Avenue de Chérémont;FR;;;25112;Wavre;FR;;;O
7704507;01/01/1969;;Avenue de Doiceau;FR;;;25112;Wavre;FR;;;O
7704508;01/01/1969;;Avenue de Froidmont;FR;;;25112;Wavre;FR;;;O
7704509;01/01/1969;;Avenue de la Belle Voie;FR;;;25112;Wavre;FR;;;O
7704510;01/01/1969;;Avenue de la Bourse;FR;;;25112;Wavre;FR;;;O
7704511;01/01/1969;;Avenue de la Bride;FR;;;25112;Wavre;FR;;;O
7704512;01/01/1969;;Avenue de la Briqueterie;FR;;;25112;Wavre;FR;;;O
7704513;01/01/1969;;Avenue de la Brise;FR;;;25112;Wavre;FR;;;O
7704514;01/01/1969;;Avenue de la Calèche;FR;;;25112;Wavre;FR;;;O
7704515;01/01/1983;;Avenue de la Cigogne;FR;;;25112;Wavre;FR;;;O
7704516;01/01/1969;;Avenue de la Comète de Halley;FR;;;25112;Wavre;FR;;;O
7704517;01/01/1969;;Avenue de la Croisée;FR;;;25112;Wavre;FR;;;O
7704518;01/01/1969;;Avenue de la Diligence;FR;;;25112;Wavre;FR;;;O
7704519;01/01/1969;;Avenue de la Forêt;FR;;;25112;Wavre;FR;;;O
7704520;01/01/1969;;Avenue de la Frondaison;FR;;;25112;Wavre;FR;;;O
7704521;01/01/1969;;Avenue de la Galaxie;FR;;;25112;Wavre;FR;;;O
7704522;01/01/1969;;Avenue de la Gare;FR;;;25112;Wavre;FR;;;O
7704523;29/10/1985;;Avenue de la Meuse;FR;;;25112;Wavre;FR;;;O
7704524;01/01/1969;;Avenue de la Mousson;FR;;;25112;Wavre;FR;;;O
7704525;01/01/1969;;Avenue de la Planchette;FR;;;25112;Wavre;FR;;;O
7704526;01/01/1969;;Avenue de la Résistance;FR;;;25112;Wavre;FR;;;O
7704527;01/01/1969;;Avenue de la Sablière;FR;;;25112;Wavre;FR;;;O
7704528;01/01/1969;;Avenue de la Tenderie;FR;;;25112;Wavre;FR;;;O
7704529;01/01/1969;;Avenue de la Tramontane;FR;;;25112;Wavre;FR;;;O
7704530;29/10/1985;;Avenue de la Warche;FR;;;25112;Wavre;FR;;;O
7704531;01/01/1969;;Avenue de l'Aisance;FR;;;25112;Wavre;FR;;;O
7704532;01/01/1969;;Avenue de l'Aquilon;FR;;;25112;Wavre;FR;;;O
7704533;01/01/1983;;Avenue de l'Aube;FR;;;25112;Wavre;FR;;;O
7704534;01/01/1969;;Avenue de l'Eglantine;FR;;;25112;Wavre;FR;;;O
7704535;01/01/1969;;Avenue de l'Eperon;FR;;;25112;Wavre;FR;;;O
7704536;01/01/1969;;Avenue de l'Equinoxe;FR;;;25112;Wavre;FR;;;O
7704537;01/01/1969;;Avenue de l'Etang;FR;;;25112;Wavre;FR;;;O
7704538;01/01/1969;;Avenue de l'Etrier;FR;;;25112;Wavre;FR;;;O
7704539;01/01/1983;;Avenue de Mérode;FR;;;25112;Wavre;FR;;;O
7704540;01/01/1969;;Avenue de Nivelles;FR;;;25112;Wavre;FR;;;O
7704541;01/01/1969;;Avenue Decuyper;FR;;;25112;Wavre;FR;;;O
7704542;01/01/1969;;Avenue Denis Diderot;FR;;;25112;Wavre;FR;;;O
7704543;01/01/1969;;Avenue des Acacias;FR;;;25112;Wavre;FR;;;O
7704544;01/01/1969;;Avenue des Alizés;FR;;;25112;Wavre;FR;;;O
7704545;01/01/1969;;Avenue des Alouettes;FR;;;25112;Wavre;FR;;;O
7704546;01/01/1969;;Avenue des Aubépines;FR;;;25112;Wavre;FR;;;O
7704547;01/01/1969;;Avenue des Avoines;FR;;;25112;Wavre;FR;;;O
7704548;01/01/1969;;Avenue des Azalées;FR;;;25112;Wavre;FR;;;O
7704549;01/01/1969;;Avenue des Blés;FR;;;25112;Wavre;FR;;;O
7704550;01/01/1969;;Avenue des Bouvreuils;FR;;;25112;Wavre;FR;;;O
7704551;01/01/1969;;Avenue des Camélias;FR;;;25112;Wavre;FR;;;O
7704552;01/01/1983;;Avenue des Chênes;FR;;;25112;Wavre;FR;;;O
7704553;01/01/1969;;Avenue des Déportés;FR;;;25112;Wavre;FR;;;O
7704554;01/01/1969;;Avenue des Deux Dîmes;FR;;;25112;Wavre;FR;;;O
7704555;01/01/1969;;Avenue des Ducs de Bourgogne;FR;;;25112;Wavre;FR;;;O
7704556;01/01/1969;;Avenue des Faisans;FR;;;25112;Wavre;FR;;;O
7704557;01/01/1969;;Avenue des Fauvettes;FR;;;25112;Wavre;FR;;;O
7704558;01/01/1983;;Avenue des Fougères;FR;;;25112;Wavre;FR;;;O
7704559;01/01/1969;;Avenue des Frères Mabille;FR;;;25112;Wavre;FR;;;O
7704560;20/03/1984;;Avenue des Hêtres;FR;;;25112;Wavre;FR;;;O
7704561;01/01/1969;;Avenue des Hortensias;FR;;;25112;Wavre;FR;;;O
7704562;01/01/1969;;Avenue des Huit Bonniers;FR;;;25112;Wavre;FR;;;O
7704563;01/01/1969;;Avenue des Jonquilles;FR;;;25112;Wavre;FR;;;O
7704564;01/01/1969;;Avenue des Lilas;FR;;;25112;Wavre;FR;;;O
7704565;01/01/1969;;Avenue des Magnolias;FR;;;25112;Wavre;FR;;;O
7704566;01/01/1969;;Avenue des Mésanges;FR;;;25112;Wavre;FR;;;O
7704567;01/01/1969;;Avenue des Minéraux;FR;;;25112;Wavre;FR;;;O
7704568;01/01/1969;;Avenue des Perce-Neige;FR;;;25112;Wavre;FR;;;O
7704569;01/01/1969;;Avenue des Peupliers;FR;;;25112;Wavre;FR;;;O
7704570;01/01/1969;;Avenue des Pléiades;FR;;;25112;Wavre;FR;;;O
7704571;01/01/1969;;Avenue des Princes;FR;;;25112;Wavre;FR;;;O
7704572;01/01/1969;;Avenue des Renoncules;FR;;;25112;Wavre;FR;;;O
7704573;01/01/1969;;Avenue des Sorbiers;FR;;;25112;Wavre;FR;;;O
7704574;01/01/1969;;Avenue des Spirées;FR;;;25112;Wavre;FR;;;O
7704575;01/01/1969;;Avenue des Tarins;FR;;;25112;Wavre;FR;;;O
7704576;01/01/1969;;Avenue des Violettes;FR;;;25112;Wavre;FR;;;O
7704577;01/01/1969;;Avenue Désiré Yernaux;FR;;;25112;Wavre;FR;;;O
7704578;01/01/1969;;Avenue du 13ème Tirailleurs;FR;;;25112;Wavre;FR;;;O
7704579;01/01/1969;;Avenue du Baleau;FR;;;25112;Wavre;FR;;;O
7704580;01/01/1969;;Avenue du Beau Champ;FR;;;25112;Wavre;FR;;;O
7704581;01/01/1969;;Avenue du Belloy;FR;;;25112;Wavre;FR;;;O
7704582;01/01/1969;;Avenue du Belvédère;FR;;;25112;Wavre;FR;;;O
7704583;01/01/1969;;Avenue du Centre Sportif;FR;;;25112;Wavre;FR;;;O
7704584;01/01/1969;;Avenue du Champ de Courses;FR;;;25112;Wavre;FR;;;O
7704585;01/01/1969;;Avenue du Champ des Monts;FR;;;25112;Wavre;FR;;;O
7704586;01/01/1983;;Avenue du Clos;FR;;;25112;Wavre;FR;;;O
7704587;01/01/1969;;Avenue du Cocher;FR;;;25112;Wavre;FR;;;O
7704588;01/01/1983;;Avenue du Domaine;FR;;;25112;Wavre;FR;;;O
7704589;01/01/1969;;Avenue du Douaire;FR;;;25112;Wavre;FR;;;O
7704590;01/01/1969;;Avenue du Four à Briques;FR;;;25112;Wavre;FR;;;O
7704591;01/01/1969;;Avenue du Frêne;FR;;;25112;Wavre;FR;;;O
7704592;01/01/1969;;Avenue du Guéret;FR;;;25112;Wavre;FR;;;O
7704593;01/01/1969;;Avenue du Ménétrier;FR;;;25112;Wavre;FR;;;O
7704594;01/01/1969;;Avenue du Mistral;FR;;;25112;Wavre;FR;;;O
7704595;01/01/1969;;Avenue du Panorama;FR;;;25112;Wavre;FR;;;O
7704596;01/01/1969;;Avenue du Parc;FR;;;25112;Wavre;FR;;;O
7704597;01/01/1969;;Avenue du Piriat;FR;;;25112;Wavre;FR;;;O
7704598;01/01/1983;;Avenue du Robinier;FR;;;25112;Wavre;FR;;;O
7704599;01/01/1969;;Avenue du Ruisseau;FR;;;25112;Wavre;FR;;;O
7704600;01/01/1969;;Avenue du Ruisseau du Godru;FR;;;25112;Wavre;FR;;;O
7704601;01/01/1969;;Avenue du Seigle;FR;;;25112;Wavre;FR;;;O
7704602;01/01/1969;;Avenue du Tendeur;FR;;;25112;Wavre;FR;;;O
7704603;01/01/1969;;Avenue Duc de Corswarem-Looz;FR;;;25112;Wavre;FR;;;O
7704604;01/01/1969;;Avenue Duc Godefroid Ier;FR;;;25112;Wavre;FR;;;O
7704605;01/01/1969;;Avenue Duc Henri de Brabant;FR;;;25112;Wavre;FR;;;O
7704606;01/01/1969;;Avenue Duc Jean Ier;FR;;;25112;Wavre;FR;;;O
7704607;01/01/1969;;Avenue Duc Wenceslas;FR;;;25112;Wavre;FR;;;O
7704608;01/01/1969;;Avenue Duchesse de Lorraine;FR;;;25112;Wavre;FR;;;O
7704609;01/01/1969;;Avenue Duchesse Jeanne;FR;;;25112;Wavre;FR;;;O
7704610;01/01/1969;;Avenue Dumas;FR;;;25112;Wavre;FR;;;O
7704611;01/01/1969;;Avenue Edison;FR;;;25112;Wavre;FR;;;O
7704612;01/01/1969;;Avenue Eiffel;FR;;;25112;Wavre;FR;;;O
7704613;01/01/1969;;Avenue Einstein;FR;;;25112;Wavre;FR;;;O
7704614;01/01/1969;;Avenue Emile Verhaeren;FR;;;25112;Wavre;FR;;;O
7704615;01/01/1969;;Avenue Fleming;FR;;;25112;Wavre;FR;;;O
7704616;01/01/1969;;Avenue Fond des Cloches;FR;;;25112;Wavre;FR;;;O
7704617;01/01/1969;;Avenue Franklin;FR;;;25112;Wavre;FR;;;O
7704618;01/01/1969;;Avenue Galilée;FR;;;25112;Wavre;FR;;;O
7704619;01/01/1969;;Avenue Georgette;FR;;;25112;Wavre;FR;;;O
7704620;01/01/1969;;Avenue Henri Lepage;FR;;;25112;Wavre;FR;;;O
7704621;01/01/1969;;Avenue Lavoisier;FR;;;25112;Wavre;FR;;;O
7704622;01/01/1969;;Avenue Léonard de Vinci;FR;;;25112;Wavre;FR;;;O
7704623;01/01/1969;;Avenue Louis Aragon;FR;;;25112;Wavre;FR;;;O
7704624;01/01/1969;;Avenue Marcel Pagnol;FR;;;25112;Wavre;FR;;;O
7704625;01/01/1969;;Avenue Maréchal de Luxembourg;FR;;;25112;Wavre;FR;;;O
7704626;01/01/1969;;Avenue Marie Curie;FR;;;25112;Wavre;FR;;;O
7704627;01/01/1969;;Avenue Marie de Hongrie;FR;;;25112;Wavre;FR;;;O
7704628;01/01/1969;;Avenue Marivaux;FR;;;25112;Wavre;FR;;;O
7704629;01/01/1969;;Avenue Maupassant;FR;;;25112;Wavre;FR;;;O
7704630;01/01/1969;;Avenue Maurice Carême;FR;;;25112;Wavre;FR;;;O
7704631;01/01/1969;;Avenue Maurice Maeterlinck;FR;;;25112;Wavre;FR;;;O
7704632;01/01/1969;;Avenue Mercator;FR;;;25112;Wavre;FR;;;O
7704633;01/01/1969;;Avenue Mirabeau;FR;;;25112;Wavre;FR;;;O
7704634;01/01/1969;;Avenue Molière;FR;;;25112;Wavre;FR;;;O
7704635;01/01/1969;;Avenue Montesquieu;FR;;;25112;Wavre;FR;;;O
7704636;01/01/1969;;Avenue Newton;FR;;;25112;Wavre;FR;;;O
7704637;01/01/1969;;Avenue Nobel;FR;;;25112;Wavre;FR;;;O
7704638;01/01/1969;;Avenue Notre-Dame;FR;;;25112;Wavre;FR;;;O
7704639;09/09/2017;;Av. Notre-Dame de Basse-Wavre;FR;;;25112;Wavre;FR;;;O
7704640;01/01/1969;;Avenue Pascal;FR;;;25112;Wavre;FR;;;O
7704641;01/01/1969;;Avenue Pasteur;FR;;;25112;Wavre;FR;;;O
7704642;01/01/1969;;Avenue Paul Claudel;FR;;;25112;Wavre;FR;;;O
7704643;01/01/1969;;Avenue Paul de Fierlant;FR;;;25112;Wavre;FR;;;O
7704644;01/01/1969;;Avenue Paul Verlaine;FR;;;25112;Wavre;FR;;;O
7704645;01/01/1969;;Avenue Philibert Marschouw;FR;;;25112;Wavre;FR;;;O
7704646;01/01/1969;;Avenue Philippe le Bon;FR;;;25112;Wavre;FR;;;O
7704647;01/01/1969;;Avenue Prince de Vaudémont;FR;;;25112;Wavre;FR;;;O
7704648;01/01/1969;;Avenue Procession aux Reliques;FR;;;25112;Wavre;FR;;;O
7704649;01/01/1969;;Avenue Rabelais;FR;;;25112;Wavre;FR;;;O
7704650;01/01/1969;;Avenue Racine;FR;;;25112;Wavre;FR;;;O
7704651;01/01/1969;;Avenue Reine Astrid;FR;;;25112;Wavre;FR;;;O
